Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22
FALSE,5k+ Very Easy with the team,Street Running,5k Trial Siemens,9/25/2013 17:45,0:40:00,3.4,--,11:46,--,--,--,--,11.76,#VALUE!,#VALUE!,#VALUE!,New Balance,--,--,#VALUE!,#VALUE!
FALSE,5k Easy,Street Running,5k Loop Sherman/8th/Plainfield/Tompkins,9/25/2013 6:10,0:29:49,3.1,15,9:41,6:00,160,177,352,9.62,"4,770.67",0.0738,118,New Balance,--,--,#VALUE!,#VALUE!
FALSE,5k Easy (watch not stopped),Street Running,5k Loop Sherman/8th/Plainfield/Tompkins,9/23/2013 6:01,0:30:11,3.09,11,9:50,5:12,151,171,366,9.77,"4,557.68",0.0803,121,New Balance,--,--,#VALUE!,#VALUE!
FALSE,5k Easy Maintenance,Street Running,5k Loop Sherman/8th/Plainfield/Tompkins,9/20/2013 7:03,0:31:09,3.09,10,10:04,6:16,153,167,373,10.08,"4,765.95",0.0783,120,New Balance,--,--,#VALUE!,#VALUE!
FALSE,5k Endurance/Speed,Street Running,5k Loop Sherman/8th/Plainfield/Tompkins,9/18/2013 6:00,0:34:15,3.16,15,10:51,6:04,152,174,357,10.84,"5,206.00",0.0686,104,New Balance,--,--,#VALUE!,#VALUE!
FALSE,5k Endurance/Speed,Street Running,5k Loop Sherman/8th/Plainfield/Tompkins,9/17/2013 6:01,0:35:00,3.1,16,11:17,5:37,150,176,384,11.29,"5,250.00",0.0731,110,New Balance,--,--,#VALUE!,#VALUE!
TRUE,8mi Long,Street Running,8mi Tompkins/8th/Kenyon/Cedarbrook/SpringLake/Clinton,9/15/2013 6:04,1:26:57,8.08,55,10:45,8:41,151,164,1007,10.76,"13,129.45",0.0767,116,New Balance,--,--,#VALUE!,#VALUE!
FALSE,5k Easy Maintenance,Street Running,5k Loop Sherman/8th/Plainfield/Tompkins,9/13/2013 5:58,0:35:32,3.1,10,11:29,9:17,146,156,400,11.46,"5,187.87",0.0771,113,New Balance,--,--,#VALUE!,#VALUE!
FALSE,4.5 mi Easy Daily,Street Running,--,9/12/2013 6:31,0:48:04,4.53,13,10:32,8:18,159,175,608,10.61,"7,642.60",0.0796,126,New Balance,--,--,#VALUE!,#VALUE!
FALSE,5k Easy Daily,Street Running,5k Loop Sherman/8th/Plainfield/Tompkins,9/9/2013 6:01,0:30:21,3.07,15,9:50,7:18,157,173,353,9.89,"4,764.95",0.0741,116,New Balance,--,--,#VALUE!,#VALUE!
FALSE,4.3 mi Easy Daily,Street Running,"4.27 mi - Tompkins, Rahway, Spring Lake Park, Franklin",8/21/2013 6:03,0:43:48,4.32,21,10:10,5:06,157,173,546,10.14,"6,876.60",0.0794,125,New Balance,--,--,#VALUE!,#VALUE!
FALSE,4.3 mi Easy Daily,Street Running,"4.27 mi - Tompkins, Rahway, Spring Lake Park, Franklin",8/19/2013 5:59,0:43:44,4.32,312,10:10,7:48,153,172,522,10.12,"6,691.20",0.078,119,New Balance,--,--,#VALUE!,#VALUE!
TRUE,6 mi Long(er) run,Street Running,6.1m 8th/Kenyon/SpringLake/Clinton,8/18/2013 6:44,1:03:48,6.14,438,10:21,4:54,153,167,760,10.39,"9,761.40",0.0779,119,New Balance,--,--,#VALUE!,#VALUE!
FALSE,Evening walk,Casual Walking,--,8/15/2013 19:52,1:16:45,3.7,350,20:44,1:26,--,--,441,20.74,#VALUE!,#VALUE!,57,New Balance,--,--,#VALUE!,#VALUE!
FALSE,4.2 mi Easy Daily,Street Running,"4.27 mi - Tompkins, Rahway, Spring Lake Park, Franklin",8/15/2013 6:00,0:42:44,4.15,238,10:21,7:18,153,157,638,10.3,"6,538.20",0.0976,149,New Balance,--,--,#VALUE!,#VALUE!
FALSE,4.2mi Easy Daily,Street Running,"4.27 mi - Tompkins, Rahway, Spring Lake Park, Franklin",8/13/2013 6:04,0:45:24,4.17,139,10:55,8:00,151,163,566,10.89,"6,855.40",0.0826,125,New Balance,--,--,#VALUE!,#VALUE!
TRUE,"5k Race - Asbury Park, NJ",Street Running,5k Abury Park,8/10/2013 8:37,0:31:00,3.08,41,10:00,7:36,165,180,412,10.06,"5,115.00",0.0805,133,New Balance,--,--,#VALUE!,#VALUE!
FALSE,5k Easy Daily,Street Running,5k Loop Sherman/8th/Plainfield/Tompkins,8/7/2013 6:15,0:30:55,3.1,274,10:00,6:00,160,175,417,9.97,"4,946.67",0.0843,135,New Balance,--,--,#VALUE!,#VALUE!
FALSE,5k Daily Easy,Street Running,5k Loop Sherman/8th/Plainfield/Tompkins,8/5/2013 6:16,0:30:53,3.11,114,10:00,6:30,155,167,402,9.93,"4,786.92",0.084,130,New Balance,--,--,#VALUE!,#VALUE!
FALSE,5k Easy Daily,Street Running,5k Loop Sherman/8th/Plainfield/Tompkins,8/2/2013 6:20,0:31:29,3.08,142,10:10,6:18,156,169,409,10.22,"4,911.40",0.0833,130,New Balance,--,--,#VALUE!,#VALUE!
FALSE,5k Easy Daily,Street Running,5k Loop Sherman/8th/Plainfield/Tompkins,7/31/2013 6:14,0:31:46,3.09,337,10:21,6:18,156,172,412,10.28,"4,955.60",0.0831,130,New Balance,--,--,#VALUE!,#VALUE!
FALSE,5k Easy Daily,Street Running,5k Loop Sherman/8th/Plainfield/Tompkins,7/29/2013 6:17,0:32:11,3.03,169,10:32,6:12,151,165,402,10.62,"4,859.68",0.0827,125,New Balance,--,--,#VALUE!,#VALUE!
FALSE,6m Long Run,Street Running,6.1m 8th/Kenyon/SpringLake/Clinton,7/27/2013 6:38,1:08:51,6.07,404,11:19,8:06,153,162,871,11.34,"10,534.05",0.0827,127,New Balance,--,--,#VALUE!,#VALUE!
FALSE,5k Easy Daily (partly recorded),Street Running,5k Loop Sherman/8th/Plainfield/Tompkins,7/24/2013 6:17,0:28:25,2.77,140,10:21,7:30,153,163,362,10.26,"4,347.75",0.0833,127,New Balance,--,--,#VALUE!,#VALUE!
FALSE,4.2m Long(er) run,Street Running,"4.27 mi - Tompkins, Rahway, Spring Lake Park, Franklin",7/22/2013 6:16,0:47:51,4.16,221,11:32,8:48,147,157,577,11.5,"7,033.95",0.082,121,New Balance,--,--,#VALUE!,#VALUE!
FALSE,5k Easy Daily,Street Running,5k Loop Sherman/8th/Plainfield/Tompkins,7/19/2013 6:15,0:32:17,3.04,352,10:43,7:30,158,170,424,10.62,"5,100.77",0.0831,131,New Balance,--,--,#VALUE!,#VALUE!
FALSE,5k Easy Daily,Street Running,5k Loop Sherman/8th/Plainfield/Tompkins,7/17/2013 6:15,0:30:32,3.01,167,10:10,7:36,159,170,406,10.14,"4,854.80",0.0836,133,New Balance,--,--,#VALUE!,#VALUE!
FALSE,5k Easy Daily,Street Running,5k Loop Sherman/8th/Plainfield/Tompkins,7/15/2013 6:12,0:31:26,3.01,367,10:32,7:06,150,165,391,10.44,"4,715.00",0.0829,124,New Balance,--,--,#VALUE!,#VALUE!
FALSE,5k Easy Daily,Street Running,5k Loop Sherman/8th/Plainfield/Tompkins,7/12/2013 6:13,0:32:04,3.05,273,10:32,7:36,153,169,468,10.51,"4,906.20",0.0954,146,New Balance,--,--,#VALUE!,#VALUE!
FALSE,5k Easy Daily,Street Running,5k Loop Sherman/8th/Plainfield/Tompkins,7/10/2013 6:13,0:31:28,3.01,170,10:32,7:30,161,177,498,10.45,"5,066.13",0.0983,158,New Balance,--,--,#VALUE!,#VALUE!
FALSE,5k Easy Daily,Street Running,5k Loop Sherman/8th/Plainfield/Tompkins,7/8/2013 6:09,0:32:06,2.99,322,10:43,7:30,157,168,485,10.74,"5,039.70",0.0962,151,New Balance,--,--,#VALUE!,#VALUE!
FALSE,First walk around the block!,Casual Walking,--,7/7/2013 19:48,0:14:48,0.89,0,16:40,6:48,104,111,108,16.63,"1,539.20",0.0702,73,New Balance,--,--,#VALUE!,#VALUE!
FALSE,3.1mi easy,Street Running,5k Loop Sherman/8th/Plainfield/Tompkins,7/5/2013 6:15,0:33:32,3.1,--,10:55,--,--,--,--,10.82,#VALUE!,#VALUE!,#VALUE!,New Balance,--,--,#VALUE!,#VALUE!
FALSE,3.1 mi easy,Street Running,5k Loop Sherman/8th/Plainfield/Tompkins,7/3/2013 6:15,0:31:40,3.1,--,10:10,--,--,--,--,10.22,#VALUE!,#VALUE!,#VALUE!,New Balance,--,--,#VALUE!,#VALUE!
FALSE,2.4mi easy,Street Running,2.4 Loop Sherman/Plainfield/Tompkins,7/1/2013 6:15,0:24:10,2.4,--,10:00,--,--,--,--,10.07,#VALUE!,#VALUE!,#VALUE!,New Balance,--,--,#VALUE!,#VALUE!
FALSE,2.4 mi easy,Street Running,2.4 Loop Sherman/Plainfield/Tompkins,6/28/2013 6:15,0:24:20,2.4,--,10:10,--,--,--,--,10.14,#VALUE!,#VALUE!,#VALUE!,New Balance,--,--,#VALUE!,#VALUE!
FALSE,2.4mi easy,Street Running,2.4 Loop Sherman/Plainfield/Tompkins,6/26/2013 6:15,0:24:40,2.4,--,10:21,--,--,--,--,10.28,#VALUE!,#VALUE!,#VALUE!,New Balance,--,--,#VALUE!,#VALUE!
FALSE,2.4mi easy,Street Running,2.4 Loop Sherman/Plainfield/Tompkins,6/24/2013 6:15,0:27:00,2.4,--,11:19,--,--,--,--,11.25,#VALUE!,#VALUE!,#VALUE!,New Balance,--,--,#VALUE!,#VALUE!
FALSE,2.4mi easy,Street Running,2.4 Loop Sherman/Plainfield/Tompkins,6/22/2013 20:00,0:30:00,2.4,--,12:30,--,--,--,--,12.5,#VALUE!,#VALUE!,#VALUE!,New Balance,--,--,#VALUE!,#VALUE!
TRUE,2.4mi easy,Street Running,2.4 Loop Sherman/Plainfield/Tompkins,6/20/2013 6:15,0:35:00,2.4,--,14:38,--,--,--,--,14.58,#VALUE!,#VALUE!,#VALUE!,New Balance,--,--,#VALUE!,#VALUE!
